id,tweet_created_at,text,user,bio,location,hashtags,user_mentions,in_reply,protected,followers_count,friends_count,listed_count,created_at,favourites_count,geo_enabled,verified,statuses_count,coordinates,is_quote_status,retweet_count,retweeted,lang,source,place,kwd
1601532238776397826,2022-12-10 11:00:15+00:00,"1/It's Matchday⚽️

Show support to your #worldcup team &amp; Win $500 in #UFT🎉

🏦Fans can lend &amp; borrow #ARG #BRT #VATRENI #NED on #UniLendV2 testnet

💰Participate:https://t.co/gEjudmDuML

Testnet:https://t.co/l7v9Hgoyhz

Claim tokens from @ChainDropFaucet: https://t.co/CdhEzVrRqb https://t.co/HcJvs56DH5",billarsyglesti_,astrophile,,"[{'text': 'worldcup', 'indices': [61, 70]}, {'text': 'UFT', 'indices': [94, 98]}, {'text': 'ARG', 'indices': [129, 133]}, {'text': 'BRT', 'indices': [134, 138]}, {'text': 'VATRENI', 'indices': [139, 147]}]",1,,False,131,4028,1,2021-09-26 08:13:33+00:00,2895,False,False,11169,,False,4472,False,en,Twitter for Android,,w
1601532225446871040,2022-12-10 11:00:12+00:00,"#Morocco will face a powerful #Portugal squad in the 2022 #WorldCup's quarter-finals as the Arab team aims to make history as Africa's first semi-finalists.

#Forbes https://t.co/B7N1uzkXo1",Forbes_MENA_,"The Homepage of The World's Business Leaders.
Follow @ForbesME for breaking news and latest updates in Arabic.",Dubai,"[{'text': 'Morocco', 'indices': [0, 8]}, {'text': 'Portugal', 'indices': [30, 39]}, {'text': 'WorldCup', 'indices': [58, 67]}]",0,,False,10597,12,89,2020-06-25 15:35:43+00:00,177,False,True,24945,,False,0,False,en,Twitter Web App,,w
1601532223341355009,2022-12-10 11:00:11+00:00,@WorldCup_SZN Retired,Nicolaspxckeddd,"WERNER WARRIOR 🐐 ⚔ @chelseafc and @rbleipzig_en fan
#Migogang 4l ❤ Rip takeoff 🙏 🚀",In your head ,[],1,1601531673396805632,False,587,789,1,2022-04-16 17:55:38+00:00,4493,True,False,6359,,False,0,False,en,Twitter for Android,,w
1601532223282257920,2022-12-10 11:00:11+00:00,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 Pick that out 🏴󠁧󠁢󠁥󠁮󠁧󠁿

If Jordan Pickford keeps a clean sheet against France we'll give 10 people who like this tweet 20 FREE SPINS on our Football Cash Pots Slot

To Enter: 👇

1⃣ Like this Tweet
2⃣ Follow @BetRhino 

#WorldCup #ENG #England #ENGFRA #France #Pickford",infolinity,#Global #Business #Solutions & #Information #Resource,United States || United Kingdom || South Africa,[],1,,False,1043,38,7,2017-02-04 15:39:17+00:00,1,False,False,101427,,False,1,False,en,infolinity,,w
1601532208397025280,2022-12-10 11:00:08+00:00,"#WORLDCUP #FANSCORNER

Looking at the French team, do you agree with Carragher that Bellingham, Walker and Kane would start there? 

What's your combined XI for the game?

Jamie Carragher believes only Kyle Walker, Jude Bellingham and Harry Kane would make France's starting XI. https://t.co/fqP2EJCnvH",Brilafm889,Studio 📱 Lagos: 09040000889 & 09041000889  Abuja: 09044000889 & 09045000889 Onitsha: 08120000889 & 09042000889  Port Harcourt: 09070000101 & 09120000101,Nigeria,"[{'text': 'WORLDCUP', 'indices': [0, 9]}, {'text': 'FANSCORNER', 'indices': [10, 21]}]",0,,False,54519,284,59,2018-02-21 11:07:28+00:00,2396,True,False,50084,,False,0,False,en,Twitter for iPhone,,w
1601532207516246016,2022-12-10 11:00:07+00:00,"Our Croatian commentator on the edge of tears… Football, bloody hell! 🇭🇷
#CROBRA #WorldCup https://t.co/lZsEVxZX54",DavidJukic5,,,"[{'text': 'CROBRA', 'indices': [88, 95]}, {'text': 'WorldCup', 'indices': [96, 105]}]",1,,False,0,1,0,2022-07-13 13:25:15+00:00,1,False,False,1,,False,32,False,en,Twitter for iPhone,,w
1601532202340474880,2022-12-10 11:00:06+00:00,"QUARTER-FINAL VIBES! 😍🎉

Wait for the coach! 😆🧡

#NothingLikeOranje #WorldCup https://t.co/GY2vFLxLnU",academia_1903,"Racing, Perón y el Diego.                                                           Morenista de Guillermo Moreno, hincha del noba.",Segurola y Habana 4310 7o piso,"[{'text': 'NothingLikeOranje', 'indices': [64, 82]}, {'text': 'WorldCup', 'indices': [83, 92]}]",1,,False,262,572,0,2016-11-29 02:31:20+00:00,84004,True,False,12354,,False,5447,False,en,Twitter for Android,,w
1601532198376689664,2022-12-10 11:00:05+00:00,"Good Luck England ⚽⚽⚽
 #Itscominghome #Worldcup #Threelions #England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 https://t.co/aWHrEpV8yJ",CPHarrogate,The Crowne Plaza Harrogate is a modern hotel situated in the heart of Harrogate. We have 214 stunning bedrooms and 6 meeting rooms.,Harrogate,"[{'text': 'Itscominghome', 'indices': [23, 37]}, {'text': 'Worldcup', 'indices': [38, 47]}, {'text': 'Threelions', 'indices': [48, 59]}, {'text': 'England', 'indices': [60, 68]}]",0,,False,1443,796,35,2011-09-13 12:35:31+00:00,719,True,False,2657,,False,1,False,en,HubSpot,,w
1601532189128155137,2022-12-10 11:00:03+00:00,"World Cup Set To Influence Next Generation #WorldCup #BabyNames
https://t.co/ZdL8XslfDk",TheYorksTimes,"YT features lifestyle, news, business, food, family & more. 
To add to our Voice Of The North, send your news to editor@yorkshiretimes.co.uk",Yorkshire,"[{'text': 'WorldCup', 'indices': [43, 52]}, {'text': 'BabyNames', 'indices': [53, 63]}]",0,,False,24156,4541,300,2011-08-24 10:53:26+00:00,5521,False,False,113155,,False,0,False,en,yorkshire-times,,w
1601532188113002496,2022-12-10 11:00:03+00:00,"Chairman PCB Ramiz Raja - ""PCB don't want to retaliate against BCCI by not going to India for WorldCup 2023 but Pakistani cricket fans want PCB to react."" #PAKvENG",ghoseali7686,,"khushab, Pakistan",[],1,,False,997,3353,1,2016-05-18 09:45:24+00:00,211831,True,False,287234,,False,7,False,en,Twitter for Android,,w
1601532185479188489,2022-12-10 11:00:02+00:00,World Cup weekend is here! Don't forget to check the platform before popping down to #asda #sainsburys #aldi #morrisons #tesco #waitrose #iceland and #marksandspencer and snaffle some last minute snacks. #WorldCup #englandvsfrance #footballmad https://t.co/CeZHH9YXG8,MyStaffShop,"Providing you with access to exclusive benefits, free advice and savings - with great discounts from thousands of the UKs largest retailers & service providers.",,"[{'text': 'asda', 'indices': [85, 90]}, {'text': 'sainsburys', 'indices': [91, 102]}, {'text': 'aldi', 'indices': [103, 108]}]",0,,False,700,279,0,2012-03-01 11:55:40+00:00,109,False,False,1705,,False,0,False,en,Buffer,,w
1601532182396555265,2022-12-10 11:00:01+00:00,"My prediction is #FRA 3 - 1 #ENG
                                            ⚽️ Predict your score at https://t.co/uE8xPYIr3i #localstadium22 #yourlocalcafe #OoredooFootballFoari via @seahousecafe",Gutxon1,4° 10' 31.79'' N 🇲🇻🛫🎸,Maldives,"[{'text': 'FRA', 'indices': [17, 21]}, {'text': 'ENG', 'indices': [28, 32]}]",0,,False,172,184,0,2018-02-07 00:38:50+00:00,8885,False,False,3875,,False,0,False,en,Twitter for iPhone,,w
1601532181909749760,2022-12-10 11:00:01+00:00,Today's Quarter Finals #WorldCup matches https://t.co/dbXJyDkfe3,CNC3TV,If something happens in Trinidad and Tobago you will find out here. Watch online: https://t.co/COTVLXiv2m,Trinidad and Tobago,"[{'text': 'WorldCup', 'indices': [23, 32]}]",0,,False,182600,653,411,2009-03-23 14:49:53+00:00,1310,False,False,100472,,False,0,False,en,TweetDeck,,w
1601532180781580288,2022-12-10 11:00:01+00:00,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 Pick that out 🏴󠁧󠁢󠁥󠁮󠁧󠁿

If Jordan Pickford keeps a clean sheet against France we'll give 10 people who like this tweet 20 FREE SPINS on our Football Cash Pots Slot

To Enter: 👇

1⃣ Like this Tweet
2⃣ Follow @BetRhino 

#WorldCup #ENG #England #ENGFRA #France #Pickford",BetRhino,"Rhino Bet is your one-stop shop sportsbook for all of your favourite sporting events! Charged Up Offers! | 💻 https://t.co/osKeliuM64 

18+ | https://t.co/qMv8gLFeAj",United Kingdom,[],0,,False,215,182,0,2021-02-10 16:09:06+00:00,116,False,False,374,,False,1,False,en,Twitter Web App,,w
1601532179850240001,2022-12-10 11:00:01+00:00,"World Cup Draw 🏆

🏴󠁧󠁢󠁥󠁮󠁧󠁿  England 🆚 France  🇫🇷

⬇️ Write the Exact Score (90Min') and Win 25 Free Spins On Zeus the Thunderer Slot 🍅

🔗  https://t.co/YA3A2FAYon

🔴  Comments will be closed after the game start
🔴  One user should write only one comment
#Giveaways #WorldCup https://t.co/NBORNPxG8x",Wintomatocom,"https://t.co/3gGnwLrdbd is a Crypto casino with a unique gambling experience that gives players a fun, quick, and fair experience.",Global,[],0,,False,4830,54,4,2022-07-06 13:54:45+00:00,116,False,False,356,,False,1,False,en,Twitter Web App,,w
1601532179796078592,2022-12-10 11:00:01+00:00,"We hope our members, who are lucky enough to have games today manage to wrap up and stay warm. Have a great Saturday everyone. #grassrootsfootball #ncel #WorldCup",RotherhamRefs22,The official twitter account of Rotherham Referees Association,"Rotherham, England",[],0,,False,63,143,3,2022-11-24 18:50:56+00:00,2,False,False,7,,False,0,False,en,Twitter for iPhone,,w
1601532179275710464,2022-12-10 11:00:01+00:00,This is big! I'm really not confident :( #France in the Quarter-final of the #WorldCup for #England *gulp* Here's my preview for the game https://t.co/7SMSXWNlJJ #ENGFRA #Qatar2022 #EnglandvFrance https://t.co/tqRSkR6MrS,pi_fogtv,"Host of D-PiTV. A guy with a deep voice. Producing unplanned & unscripted witterings on his interests, link to channel below. #film #tv #games #arsenal",,"[{'text': 'France', 'indices': [41, 48]}, {'text': 'WorldCup', 'indices': [77, 86]}, {'text': 'England', 'indices': [91, 99]}]",0,,False,88,302,1,2020-12-09 19:05:44+00:00,135,False,False,1095,,False,0,False,en,Twitter Web App,,w
1601532177883090946,2022-12-10 11:00:00+00:00,"Morocco VS Portugal

Who will win today?

#worldcup #WorldCup2022 #worldcup2022qatar #ronaldo #cr7 #portugal #morocco #worldcupqatar #WorldCupQatar2022 #fifa #FIFAWorldCup2022 #FIFA22 #fifaqatar2022 #FIFAWorldCup #fifaqatar2022 #FIFAWorldCupQatar2022 #reinforcelab https://t.co/cRvNedq7M7",reinforcelabltd,"Your Digital Growth Partner - 
Official Account of @reinforcelabltd | A Full Time Digital Marketing Agency | 
Call +880 131345-0777
Email hello@reinforcelab.com","Dhaka, Bangladesh","[{'text': 'worldcup', 'indices': [42, 51]}, {'text': 'WorldCup2022', 'indices': [52, 65]}, {'text': 'worldcup2022qatar', 'indices': [66, 84]}, {'text': 'ronaldo', 'indices': [85, 93]}, {'text': 'cr7', 'indices': [94, 98]}, {'text': 'portugal', 'indices': [99, 108]}]",0,,False,46,32,0,2021-04-04 10:20:20+00:00,14,False,False,1320,,False,0,False,en,Twitter Web App,,w
1601532176054603779,2022-12-10 11:00:00+00:00,"Quarter finals - do you know who the World Cup winner is yet?⚽

#FIFAWorldCup #FIFA #WorldCup #Morroco #Portugal #England #France https://t.co/2OzRdP08xj",SlatterysPubD4,Irish Pubs Global Best Sports Experience 2019 to date; Best Bar Person worldwide 2018; Irish Pub of the Year 2017; Best Marketing Campaign Gobal & Ireland,Beggars Bush D4,"[{'text': 'FIFAWorldCup', 'indices': [64, 77]}, {'text': 'FIFA', 'indices': [78, 83]}, {'text': 'WorldCup', 'indices': [84, 93]}, {'text': 'Morroco', 'indices': [94, 102]}, {'text': 'Portugal', 'indices': [103, 112]}]",0,,False,2699,3079,15,2009-02-17 18:32:08+00:00,3664,True,False,5789,,False,0,False,en,Twitter Web App,,w
1601532175735586816,2022-12-10 11:00:00+00:00,Don't show off in the #WorldCup  😂 https://t.co/16UIA8JX3n,Grumbleduke3,Everybody needs something to believe in. I believe I’ll have another beer.,,"[{'text': 'WorldCup', 'indices': [37, 46]}]",1,,False,0,10,0,2021-04-10 15:05:37+00:00,240,False,False,99,,False,224,False,en,Twitter for iPhone,,w
1601532170799308800,2022-12-10 10:59:59+00:00,This worldcup is completely designed for him and that guy. Sad that other guy can't even get a place in his team.,deshanthiri,அனைத்து கவலைகளையும் ஒரு டீ குடித்து கடக்க நினைக்கும் சாமானியன்.,🌎,[],0,1601531982588284928,False,5,57,0,2022-10-19 17:23:03+00:00,232,False,False,196,,False,0,False,en,Twitter for Android,,w
1601532167783583744,2022-12-10 10:59:58+00:00,"offer best service in SAUDI
#massage_in_DAMMAM
#massage_in_JEDDAH
#massage
#sex
#KHOBAR 
#JUBAIL 
#HappyEnding
#HappyEndingRomance
#WorldCup 

Contact me now
We offer best service in SAUDI 
Contact me now 
https://t.co/Ef57O06a3P https://t.co/TQx5iq4evl",Susan2907542,Escort,,"[{'text': 'massage_in_DAMMAM', 'indices': [28, 46]}, {'text': 'massage_in_JEDDAH', 'indices': [47, 65]}, {'text': 'massage', 'indices': [66, 74]}, {'text': 'sex', 'indices': [75, 79]}, {'text': 'KHOBAR', 'indices': [80, 87]}, {'text': 'JUBAIL', 'indices': [89, 96]}, {'text': 'HappyEnding', 'indices': [98, 110]}]",0,,False,2,26,0,2022-02-15 14:07:41+00:00,2,False,False,10,,False,0,False,en,Twitter for iPhone,,w
1601532163203428353,2022-12-10 10:59:57+00:00,"#Messi is the man for the crucial moments. The passion, this joy - he really wants it. All of Argentina wishes him the #WorldCup title and I'm sure many others do it as well.",Albonehbaba2,🐻‍❄️🌜,,"[{'text': 'Messi', 'indices': [21, 27]}]",1,,False,1,13,0,2019-03-20 09:14:07+00:00,78,True,False,27,,False,6687,False,en,Twitter for iPhone,,w
1601532160259035136,2022-12-10 10:59:56+00:00,"#Messi is the man for the crucial moments. The passion, this joy - he really wants it. All of Argentina wishes him the #WorldCup title and I'm sure many others do it as well.",cecastillo07,| A Permanent Beta | Aquí opiniones personales |,,"[{'text': 'Messi', 'indices': [21, 27]}]",1,,False,138,813,2,2015-10-22 13:09:27+00:00,16881,False,False,5505,,False,6687,False,en,Twitter for iPhone,,w
1601532145868353536,2022-12-10 10:59:53+00:00,"Guess the Semi-finalists of the #FIFAWorldCup to split $500🏆

🔹Follow @MEXC_Global  
🔹Like, RT &amp; Share with 3 friends
🔹Submit your guess of the Semi-finalists in the comment

Those who got the correct answer will share the $500 prize pool 💰

#brazilvscroatia #WorldCup https://t.co/BMlEnYnqZC",_elijahhudson_,DREAMER,Metaverse,"[{'text': 'FIFAWorldCup', 'indices': [49, 62]}]",2,,False,115,2782,14,2021-06-22 14:52:15+00:00,4571,False,False,3609,,False,524,False,en,Twitter for Android,,w
1601532144991768577,2022-12-10 10:59:53+00:00,@IkenyinaChrist2 @arsimonteles @messiahballin10 @iwuohaduna15 @CFCMod_ WORST worldcup player lol and no fake stuff cause we don't need it 😂😂 https://t.co/Ocb4XGiXcJ,Toofactos,,,[],5,1601531147472621569,False,5,87,0,2022-12-08 05:57:21+00:00,594,False,False,477,,False,0,False,en,Twitter Web App,,w
1601532143401807873,2022-12-10 10:59:52+00:00,"Supporting my friends in South America 🇦🇷 let’s go Argentina!!! ⚽️ 
#worldcup https://t.co/ilAuXA2LHK",gonza_xtrm,21.,"Campana, Argentina","[{'text': 'worldcup', 'indices': [84, 93]}]",1,,False,930,807,0,2014-04-14 22:15:56+00:00,47611,True,False,16426,,False,632,False,en,Twitter for Android,,w
1601532139568242689,2022-12-10 10:59:51+00:00,"Today’s World Cup Quarterfinals fixtures 😍

Morocco 🇲🇦 vs Portugal 🇵🇹 (4:00pm)
England vs France 🇫🇷 (8:00pm)

Powered by @LeadershipNGA 

Pick your winners ??

#WorldCup #Qatar2022 https://t.co/fAHrQ5azYR",c_ezuo,"Am an easy going person 
I love meeting different categories of
People and like been real","Lagos, Nigeria",[],1,,False,239,1390,0,2017-11-03 12:09:44+00:00,3517,True,False,9617,,False,2,False,en,Twitter for Android,,w
1601532130403979264,2022-12-10 10:59:49+00:00,"@WorldCup_Rewind @1980sRewind I went on my first holiday abroad with lots of family in 82. The only bar we could get in to watch Ireland v Spain was a Spanish bar. My mum said, don't dare cheer if Ireland score. I cheered we got thrown out. We're not Irish 😂",traceyvickers2,"Hippo, travel,MCFC, the moon, Brixham, kindness and yoga lover!",,[],2,1601476824579440640,False,93,155,0,2011-07-24 14:55:51+00:00,8457,False,False,1919,,False,0,False,en,Twitter for Android,,w
1601532126683627525,2022-12-10 10:59:48+00:00,"My prediction is #MAR 2 - 1 #POR
                                            ⚽️ Predict your score at https://t.co/EkuLkaf7OR #localstadium22 #yourlocalcafe #OoredooFootballFoari via @seahousecafe",Gutxon1,4° 10' 31.79'' N 🇲🇻🛫🎸,Maldives,"[{'text': 'MAR', 'indices': [17, 21]}, {'text': 'POR', 'indices': [28, 32]}]",0,,False,172,184,0,2018-02-07 00:38:50+00:00,8885,False,False,3875,,False,0,False,en,Twitter for iPhone,,w
1601532112343269376,2022-12-10 10:59:45+00:00,I know pain when I see one. Neymar is pained after using the world cup as his wallpaper. 🥲 #CROBRA #WorldCup https://t.co/gXz9WsbYPq,AbiolaZupakid,In the process of learning……!! |NEVER LOOSE FOCUS |🕊✌️Fan Of Good Music🎶|@ChelseaFC💙 |WIZKID 🦅 |CRAYARMY⛓💨 |OMODUNBI PHARMACY,OMODUNBI PHARMACY,"[{'text': 'CROBRA', 'indices': [105, 112]}, {'text': 'WorldCup', 'indices': [113, 122]}]",1,,False,3207,2429,4,2012-10-03 20:52:15+00:00,407036,True,False,193681,,False,2,False,en,Twitter for iPhone,,w
1601532105510395904,2022-12-10 10:59:43+00:00,"Bet now on Msport and enjoy the biggest odds on all games in the worldcup last quarterfinals.🔥💯

Register via the link below, deposit, place a bet and stand a chance to win instant cash of 200k and iPhone SE. https://t.co/qgDUAwqYR8…

#BetNowOnMsport 
#MSportWorldCup https://t.co/YG3GTYUO1e",Balaam_256,Official Tweets Of Duke Of Makerere | Social Media Manager | scholar @makerere | Digital Marketing expert | Liverpool |,"Kampala, Uganda",[],1,,False,69393,11240,27,2020-07-05 11:51:03+00:00,220589,True,False,118558,,False,1,False,en,Twitter for iPhone,,w
1601532097940058112,2022-12-10 10:59:41+00:00,"1/It's Matchday⚽️

Show support to your #worldcup team &amp; Win $500 in #UFT🎉

🏦Fans can lend &amp; borrow #ARG #BRT #VATRENI #NED on #UniLendV2 testnet

💰Participate:https://t.co/gEjudmDuML

Testnet:https://t.co/l7v9Hgoyhz

Claim tokens from @ChainDropFaucet: https://t.co/CdhEzVrRqb https://t.co/HcJvs56DH5",Oxmahpuza16,"Minal aidin walfaizin

@MedanCityx susped 💣",,"[{'text': 'worldcup', 'indices': [61, 70]}, {'text': 'UFT', 'indices': [94, 98]}, {'text': 'ARG', 'indices': [129, 133]}, {'text': 'BRT', 'indices': [134, 138]}, {'text': 'VATRENI', 'indices': [139, 147]}]",1,,False,49,2935,0,2022-04-21 14:30:54+00:00,6960,False,False,9569,,False,4472,False,en,Twitter for Android,,w
1601532094978863104,2022-12-10 10:59:41+00:00,I am sorry to say but the next generation wont have prayerful mothers anymore. #CROBRA #CroatiaVsBrazil #CROARG #Croatia #Argentina #Messi𓃵 #WorldCup #FrancevsEngland #Mbappe #JournalismIsNotACrime #Qatar2022 #QatarWorldCup2022 https://t.co/5nn0lhXvg1,afraniegreatnes,CEO:Afranie Greatness Group of Companies.,,"[{'text': 'CROBRA', 'indices': [79, 86]}, {'text': 'CroatiaVsBrazil', 'indices': [87, 103]}, {'text': 'CROARG', 'indices': [104, 111]}]",0,,False,19,241,0,2019-08-12 22:43:04+00:00,194,True,False,76,,False,0,False,en,Twitter for iPhone,,w
1601532070513508352,2022-12-10 10:59:35+00:00,"Official: Over 40,000 $ONUS has been added to the bonus pool

🚀 The ONUS #WorldCup event has recorded over 40,000 Free NFTs minted in the first 3 weeks.

✅ With over 40,000 $ONUS added, the total prize pool has now officially surpassed 157,000 $ONUS!

👉🏻 https://t.co/C4BVD8Yhmt https://t.co/w65gUcSp9r",ONUSChain,A blockchain for mass adoption of DeFi and Web 3.0. Built by @ONUSFinance,Vietnam,"[{'text': 'WorldCup', 'indices': [73, 82]}]",0,,False,13827,33,4,2022-09-26 02:55:43+00:00,144,False,False,140,,False,0,False,en,Twitter Web App,,w
1601532047138295808,2022-12-10 10:59:29+00:00,"Aside from who I am supporting- here’s a reminder that the World Cup final could still look like this 👀

What a way it would be for these giants of the game to hang up their International boots 

#Messi #Ronaldo #Argentina #Portugal #WorldCup #WorldCup2022 https://t.co/PVjPFeQXdO",math3k4,"✝️ 🇰🇪 🍀 👑
Data Scientist! A learning machine who's into ML. My ‘why I am’ is to impact a few lives in a great way and many more in a good way. :-)","Nairobi, Kenya",[],1,,False,613,495,4,2014-11-03 08:19:51+00:00,34153,True,False,9445,,False,2,False,en,Focus For Twitter,,w
